_Annual_J-D_2019_____________ L-OTI(^S^o^N^C) Anomaly vs 2000-2001              
   i   j     lon     lat    array(i,j)
  19  72 -143.00   53.00        1.9688
  20  72 -141.00   53.00        1.9688
  21  72 -139.00   53.00        1.8326
  22  72 -137.00   53.00        1.7873
  23  72 -135.00   53.00        1.4653
  24  72 -133.00   53.00        1.1432
  25  72 -131.00   53.00        0.9393
  26  72 -129.00   53.00        0.3274
  27  72 -127.00   53.00        0.3274
  28  72 -125.00   53.00        0.0247
  29  72 -123.00   53.00        0.0247
  30  72 -121.00   53.00       -0.2194
  31  72 -119.00   53.00       -0.3008
  32  72 -117.00   53.00       -0.4773
  33  72 -115.00   53.00       -0.6537
  34  72 -113.00   53.00       -0.7570
  35  72 -111.00   53.00       -1.0666
  36  72 -109.00   53.00       -1.0666
  37  72 -107.00   53.00       -1.4641
  38  72 -105.00   53.00       -1.4641
  39  72 -103.00   53.00       -1.6456
  40  72 -101.00   53.00       -1.7061
  41  72  -99.00   53.00       -1.7225
  42  72  -97.00   53.00       -1.7389
  43  72  -95.00   53.00       -1.7134
  44  72  -93.00   53.00       -1.6369
  45  72  -91.00   53.00       -1.6369
  46  72  -89.00   53.00       -1.5144
  47  72  -87.00   53.00       -1.5144
  48  72  -85.00   53.00       -1.3688
  49  72  -83.00   53.00       -1.3203
  50  72  -81.00   53.00       -1.1756
  51  72  -79.00   53.00       -1.0309
  52  72  -77.00   53.00       -0.9899
  53  72  -75.00   53.00       -0.8669
  54  72  -73.00   53.00       -0.8669
  55  72  -71.00   53.00       -0.8059
  56  72  -69.00   53.00       -0.8059
  57  72  -67.00   53.00       -0.7862
  58  72  -65.00   53.00       -0.7796
  59  72  -63.00   53.00       -0.7689
  60  72  -61.00   53.00       -0.7582
  61  72  -59.00   53.00       -0.7484
  62  72  -57.00   53.00       -0.7193
  63  72  -55.00   53.00       -0.7193
  64  72  -53.00   53.00        0.5597
  65  72  -51.00   53.00        0.5597
  66  72  -49.00   53.00        0.3003
  67  72  -47.00   53.00        0.2138
  68  72  -45.00   53.00       -0.0612
  69  72  -43.00   53.00       -0.3363
  70  72  -41.00   53.00       -0.3576
  71  72  -39.00   53.00       -0.4214
  72  72  -37.00   53.00       -0.4214
  73  72  -35.00   53.00       -0.5127
  74  72  -33.00   53.00       -0.5127
  75  72  -31.00   53.00       -0.5804
  76  72  -29.00   53.00       -0.6030
  77  72  -27.00   53.00       -0.5132
  78  72  -25.00   53.00       -0.4234
  79  72  -23.00   53.00       -0.2653
  80  72  -21.00   53.00        0.2092
  81  72  -19.00   53.00        0.2092
  82  72  -17.00   53.00       -0.0529
  83  72  -15.00   53.00       -0.0529
  84  72  -13.00   53.00        0.4159
  85  72  -11.00   53.00        0.5721
  86  72   -9.00   53.00        0.6143
  87  72   -7.00   53.00        0.6565
  88  72   -5.00   53.00        0.6869
  89  72   -3.00   53.00        0.7779
  90  72   -1.00   53.00        0.7779
  91  72    1.00   53.00        0.8047
  92  72    3.00   53.00        0.8047
  93  72    5.00   53.00        0.8445
  94  72    7.00   53.00        0.8577
  95  72    9.00   53.00        0.8713
  96  72   11.00   53.00        0.8848
  97  72   13.00   53.00        0.8915
  98  72   15.00   53.00        0.9117
  99  72   17.00   53.00        0.9117
 100  72   19.00   53.00        0.9587
 101  72   21.00   53.00        0.9587
 102  72   23.00   53.00        1.0128
 103  72   25.00   53.00        1.0308
 104  72   27.00   53.00        1.0643
 105  72   29.00   53.00        1.0979
 106  72   31.00   53.00        1.0981
 107  72   33.00   53.00        1.0989
 108  72   35.00   53.00        1.0989
 109  72   37.00   53.00        0.9881
 110  72   39.00   53.00        0.9881
 111  72   41.00   53.00        0.8171
 112  72   43.00   53.00        0.7601
 113  72   45.00   53.00        0.6439
 114  72   47.00   53.00        0.5276
 115  72   49.00   53.00        0.4869
 116  72   51.00   53.00        0.3648
 117  72   53.00   53.00        0.3648
 118  72   55.00   53.00        0.3100
 119  72   57.00   53.00        0.3100
 120  72   59.00   53.00        0.3348
 121  72   61.00   53.00        0.3431
 122  72   63.00   53.00        0.3747
 123  72   65.00   53.00        0.4062
 124  72   67.00   53.00        0.4260
 125  72   69.00   53.00        0.4851
 126  72   71.00   53.00        0.4851
 127  72   73.00   53.00        0.5523
 128  72   75.00   53.00        0.5523
 129  72   77.00   53.00        0.5925
 130  72   79.00   53.00        0.6058
 131  72   81.00   53.00        0.6413
 132  72   83.00   53.00        0.6768
 133  72   85.00   53.00        0.6989
 134  72   87.00   53.00        0.7654
 135  72   89.00   53.00        0.7654
 136  72   91.00   53.00        0.8924
 137  72   93.00   53.00        0.8924
 138  72   95.00   53.00        1.0163
 139  72   97.00   53.00        1.0576
 140  72   99.00   53.00        1.1340
 141  72  101.00   53.00        1.2105
 142  72  103.00   53.00        1.2371
 143  72  105.00   53.00        1.3170
 144  72  107.00   53.00        1.3170
 145  72  109.00   53.00        1.3535
 146  72  111.00   53.00        1.3535
 147  72  113.00   53.00        1.3194
 148  72  115.00   53.00        1.3080
 149  72  117.00   53.00        1.2581
 150  72  119.00   53.00        1.2083
 151  72  121.00   53.00        1.1801
 152  72  123.00   53.00        1.0958
 153  72  125.00   53.00        1.0958
 154  72  127.00   53.00        0.9981
 155  72  129.00   53.00        0.9981
 156  72  131.00   53.00        0.9564
 157  72  133.00   53.00        0.9425
 158  72  135.00   53.00        0.9314
 159  72  137.00   53.00        0.9203
 160  72  139.00   53.00        0.9230
 161  72  141.00   53.00        0.9311
 162  72  143.00   53.00        0.9311
 163  72  145.00   53.00        0.9821
 164  72  147.00   53.00        0.9821
 165  72  149.00   53.00        0.6805
 166  72  151.00   53.00        0.5800
 167  72  153.00   53.00        0.8480
 168  72  155.00   53.00        1.1160
 169  72  157.00   53.00        1.0882
 170  72  159.00   53.00        1.0049
 171  72  161.00   53.00        1.0049
 172  72  163.00   53.00        1.0498
 173  72  165.00   53.00        1.0498
 174  72  167.00   53.00        1.1312
 175  72  169.00   53.00        1.1583
 176  72  171.00   53.00        1.1778
 177  72  173.00   53.00        1.1972
 178  72  175.00   53.00        1.1790
 179  72  177.00   53.00        1.1244
 180  72  179.00   53.00        1.1244
   1  73 -179.00   55.00        1.1560
   2  73 -177.00   55.00        1.1560
   3  73 -175.00   55.00        1.0697
   4  73 -173.00   55.00        1.0409
   5  73 -171.00   55.00        1.3042
   6  73 -169.00   55.00        1.5675
   7  73 -167.00   55.00        1.6275
   8  73 -165.00   55.00        1.8076
   9  73 -163.00   55.00        1.8076
  10  73 -161.00   55.00        1.7481
  11  73 -159.00   55.00        1.7481
  12  73 -157.00   55.00        1.7022
  13  73 -155.00   55.00        1.6868
  14  73 -153.00   55.00        1.7597
  15  73 -151.00   55.00        1.8325
  16  73 -149.00   55.00        1.8576
  17  73 -147.00   55.00        1.9327
  18  73 -145.00   55.00        1.9327
  19  73 -143.00   55.00        1.9054
  20  73 -141.00   55.00        1.9054
  21  73 -139.00   55.00        1.7562
  22  73 -137.00   55.00        1.7065
  23  73 -135.00   55.00        1.2675
  24  73 -133.00   55.00        0.8285
  25  73 -131.00   55.00        0.7352
  26  73 -129.00   55.00        0.4555
  27  73 -127.00   55.00        0.4555
  28  73 -125.00   55.00        0.1089
  29  73 -123.00   55.00        0.1089
  30  73 -121.00   55.00       -0.1666
  31  73 -119.00   55.00       -0.2585
  32  73 -117.00   55.00       -0.4608
  33  73 -115.00   55.00       -0.6631
  34  73 -113.00   55.00       -0.7719
  35  73 -111.00   55.00       -1.0986
  36  73 -109.00   55.00       -1.0986
  37  73 -107.00   55.00       -1.4465
  38  73 -105.00   55.00       -1.4465
  39  73 -103.00   55.00       -1.5894
  40  73 -101.00   55.00       -1.6370
  41  73  -99.00   55.00       -1.6453
  42  73  -97.00   55.00       -1.6535
  43  73  -95.00   55.00       -1.6358
  44  73  -93.00   55.00       -1.5827
  45  73  -91.00   55.00       -1.5827
  46  73  -89.00   55.00       -1.4884
  47  73  -87.00   55.00       -1.4884
  48  73  -85.00   55.00       -1.3668
  49  73  -83.00   55.00       -1.3263
  50  73  -81.00   55.00       -1.1873
  51  73  -79.00   55.00       -1.0483
  52  73  -77.00   55.00       -1.0059
  53  73  -75.00   55.00       -0.8785
  54  73  -73.00   55.00       -0.8785
  55  73  -71.00   55.00       -0.7961
  56  73  -69.00   55.00       -0.7961
  57  73  -67.00   55.00       -0.7535
  58  73  -65.00   55.00       -0.7394
  59  73  -63.00   55.00       -0.7163
  60  73  -61.00   55.00       -0.6932
  61  73  -59.00   55.00       -0.4583
  62  73  -57.00   55.00        0.2464
  63  73  -55.00   55.00        0.2464
  64  73  -53.00   55.00        0.1145
  65  73  -51.00   55.00        0.1145
  66  73  -49.00   55.00        0.3380
  67  73  -47.00   55.00        0.4125
  68  73  -45.00   55.00        0.1958
  69  73  -43.00   55.00       -0.0210
  70  73  -41.00   55.00       -0.0475
  71  73  -39.00   55.00       -0.1269
  72  73  -37.00   55.00       -0.1269
  73  73  -35.00   55.00       -0.2398
  74  73  -33.00   55.00       -0.2398
  75  73  -31.00   55.00       -0.3572
  76  73  -29.00   55.00       -0.3963
  77  73  -27.00   55.00       -0.3573
  78  73  -25.00   55.00       -0.3183
  79  73  -23.00   55.00       -0.2845
  80  73  -21.00   55.00       -0.1834
  81  73  -19.00   55.00       -0.1834
  82  73  -17.00   55.00       -0.0809
  83  73  -15.00   55.00       -0.0809
  84  73  -13.00   55.00        0.2329
  85  73  -11.00   55.00        0.3375
  86  73   -9.00   55.00        0.4884
  87  73   -7.00   55.00        0.6394
  88  73   -5.00   55.00        0.6704
  89  73   -3.00   55.00        0.7633
  90  73   -1.00   55.00        0.7633
  91  73    1.00   55.00        0.7007
  92  73    3.00   55.00        0.7007
  93  73    5.00   55.00        0.7159
  94  73    7.00   55.00        0.7210
  95  73    9.00   55.00        0.7746
  96  73   11.00   55.00        0.8282
  97  73   13.00   55.00        0.8291
  98  73   15.00   55.00        0.8318
  99  73   17.00   55.00        0.8318
 100  73   19.00   55.00        0.8511
 101  73   21.00   55.00        0.8511
 102  73   23.00   55.00        0.8778
 103  73   25.00   55.00        0.8868
 104  73   27.00   55.00        0.9054
 105  73   29.00   55.00        0.9241
 106  73   31.00   55.00        0.9289
 107  73   33.00   55.00        0.9433
 108  73   35.00   55.00        0.9433
 109  73   37.00   55.00        0.8838
 110  73   39.00   55.00        0.8838
 111  73   41.00   55.00        0.7596
 112  73   43.00   55.00        0.7182
 113  73   45.00   55.00        0.6240
 114  73   47.00   55.00        0.5299
 115  73   49.00   55.00        0.4956
 116  73   51.00   55.00        0.3926
 117  73   53.00   55.00        0.3926
 118  73   55.00   55.00        0.3483
 119  73   57.00   55.00        0.3483
 120  73   59.00   55.00        0.3732
 121  73   61.00   55.00        0.3816
 122  73   63.00   55.00        0.4132
 123  73   65.00   55.00        0.4448
 124  73   67.00   55.00        0.4664
 125  73   69.00   55.00        0.5311
 126  73   71.00   55.00        0.5311
 127  73   73.00   55.00        0.6149
 128  73   75.00   55.00        0.6149
 129  73   77.00   55.00        0.6722
 130  73   79.00   55.00        0.6913
 131  73   81.00   55.00        0.7344
 132  73   83.00   55.00        0.7776
 133  73   85.00   55.00        0.8030
 134  73   87.00   55.00        0.8792
 135  73   89.00   55.00        0.8792
 136  73   91.00   55.00        1.0107
 137  73   93.00   55.00        1.0107
 138  73   95.00   55.00        1.1367
 139  73   97.00   55.00        1.1787
 140  73   99.00   55.00        1.2560
 141  73  101.00   55.00        1.3333
 142  73  103.00   55.00        1.3614
 143  73  105.00   55.00        1.4456
 144  73  107.00   55.00        1.4456
 145  73  109.00   55.00        1.4815
 146  73  111.00   55.00        1.4815
 147  73  113.00   55.00        1.4399
 148  73  115.00   55.00        1.4260
 149  73  117.00   55.00        1.3713
 150  73  119.00   55.00        1.3166
 151  73  121.00   55.00        1.2845
 152  73  123.00   55.00        1.1880
 153  73  125.00   55.00        1.1880
 154  73  127.00   55.00        1.0861
 155  73  129.00   55.00        1.0861
 156  73  131.00   55.00        1.0352
 157  73  133.00   55.00        1.0182
 158  73  135.00   55.00        1.0036
 159  73  137.00   55.00        0.9890
 160  73  139.00   55.00        0.9940
 161  73  141.00   55.00        1.0090
 162  73  143.00   55.00        1.0090
 163  73  145.00   55.00        1.0533
 164  73  147.00   55.00        1.0533
 165  73  149.00   55.00        0.7143
 166  73  151.00   55.00        0.6013
 167  73  153.00   55.00        0.8836
 168  73  155.00   55.00        1.1659
 169  73  157.00   55.00        1.1770
 170  73  159.00   55.00        1.2106
 171  73  161.00   55.00        1.2106
 172  73  163.00   55.00        1.2580
 173  73  165.00   55.00        1.2580
 174  73  167.00   55.00        1.2524
 175  73  169.00   55.00        1.2506
 176  73  171.00   55.00        1.2539
 177  73  173.00   55.00        1.2573
 178  73  175.00   55.00        1.2546
 179  73  177.00   55.00        1.2465
 180  73  179.00   55.00        1.2465
   1  74 -179.00   57.00        1.3287
   2  74 -177.00   57.00        1.3287
   3  74 -175.00   57.00        1.3203
   4  74 -173.00   57.00        1.3175
   5  74 -171.00   57.00        1.8262
   6  74 -169.00   57.00        2.3348
   7  74 -167.00   57.00        2.1969
   8  74 -165.00   57.00        1.7831
   9  74 -163.00   57.00        1.7831
  10  74 -161.00   57.00        2.0784
  11  74 -159.00   57.00        2.0784
  12  74 -157.00   57.00        1.8663
  13  74 -155.00   57.00        1.7956
  14  74 -153.00   57.00        1.7940
  15  74 -151.00   57.00        1.7925
  16  74 -149.00   57.00        1.7980
  17  74 -147.00   57.00        1.8147
  18  74 -145.00   57.00        1.8147
  19  74 -143.00   57.00        1.8286
  20  74 -141.00   57.00        1.8286
  21  74 -139.00   57.00        1.6099
  22  74 -137.00   57.00        1.5370
  23  74 -135.00   57.00        1.2758
  24  74 -133.00   57.00        1.0146
  25  74 -131.00   57.00        0.9171
  26  74 -129.00   57.00        0.6245
  27  74 -127.00   57.00        0.6245
  28  74 -125.00   57.00        0.2310
  29  74 -123.00   57.00        0.2310
  30  74 -121.00   57.00       -0.0763
  31  74 -119.00   57.00       -0.1788
  32  74 -117.00   57.00       -0.4177
  33  74 -115.00   57.00       -0.6565
  34  74 -113.00   57.00       -0.7608
  35  74 -111.00   57.00       -1.0737
  36  74 -109.00   57.00       -1.0737
  37  74 -107.00   57.00       -1.3335
  38  74 -105.00   57.00       -1.3335
  39  74 -103.00   57.00       -1.4188
  40  74 -101.00   57.00       -1.4472
  41  74  -99.00   57.00       -1.4522
  42  74  -97.00   57.00       -1.4571
  43  74  -95.00   57.00       -1.4381
  44  74  -93.00   57.00       -1.3811
  45  74  -91.00   57.00       -1.3811
  46  74  -89.00   57.00       -1.2483
  47  74  -87.00   57.00       -1.2483
  48  74  -85.00   57.00       -1.0924
  49  74  -83.00   57.00       -1.0404
  50  74  -81.00   57.00       -0.9250
  51  74  -79.00   57.00       -0.8095
  52  74  -77.00   57.00       -0.7680
  53  74  -75.00   57.00       -0.6434
  54  74  -73.00   57.00       -0.6434
  55  74  -71.00   57.00       -0.5468
  56  74  -69.00   57.00       -0.5468
  57  74  -67.00   57.00       -0.5164
  58  74  -65.00   57.00       -0.5063
  59  74  -63.00   57.00       -0.4919
  60  74  -61.00   57.00       -0.4775
  61  74  -59.00   57.00        0.0282
  62  74  -57.00   57.00        1.5453
  63  74  -55.00   57.00        1.5453
  64  74  -53.00   57.00        0.1970
  65  74  -51.00   57.00        0.1970
  66  74  -49.00   57.00        0.5559
  67  74  -47.00   57.00        0.6755
  68  74  -45.00   57.00        0.4995
  69  74  -43.00   57.00        0.3236
  70  74  -41.00   57.00        0.2754
  71  74  -39.00   57.00        0.1308
  72  74  -37.00   57.00        0.1308
  73  74  -35.00   57.00        0.0137
  74  74  -33.00   57.00        0.0137
  75  74  -31.00   57.00       -0.1090
  76  74  -29.00   57.00       -0.1499
  77  74  -27.00   57.00       -0.1491
  78  74  -25.00   57.00       -0.1483
  79  74  -23.00   57.00       -0.1324
  80  74  -21.00   57.00       -0.0847
  81  74  -19.00   57.00       -0.0847
  82  74  -17.00   57.00       -0.0338
  83  74  -15.00   57.00       -0.0338
  84  74  -13.00   57.00        0.0520
  85  74  -11.00   57.00        0.0806
  86  74   -9.00   57.00        0.3497
  87  74   -7.00   57.00        0.6187
  88  74   -5.00   57.00        0.6462
  89  74   -3.00   57.00        0.7288
  90  74   -1.00   57.00        0.7288
  91  74    1.00   57.00        0.6159
  92  74    3.00   57.00        0.6159
  93  74    5.00   57.00        0.6270
  94  74    7.00   57.00        0.6307
  95  74    9.00   57.00        0.6876
  96  74   11.00   57.00        0.7445
  97  74   13.00   57.00        0.7408
  98  74   15.00   57.00        0.7297
  99  74   17.00   57.00        0.7297
 100  74   19.00   57.00        0.7273
 101  74   21.00   57.00        0.7273
 102  74   23.00   57.00        0.7307
 103  74   25.00   57.00        0.7318
 104  74   27.00   57.00        0.7389
 105  74   29.00   57.00        0.7460
 106  74   31.00   57.00        0.7530
 107  74   33.00   57.00        0.7738
 108  74   35.00   57.00        0.7738
 109  74   37.00   57.00        0.7627
 110  74   39.00   57.00        0.7627
 111  74   41.00   57.00        0.6932
 112  74   43.00   57.00        0.6700
 113  74   45.00   57.00        0.6058
 114  74   47.00   57.00        0.5416
 115  74   49.00   57.00        0.5157
 116  74   51.00   57.00        0.4381
 117  74   53.00   57.00        0.4381
 118  74   55.00   57.00        0.4090
 119  74   57.00   57.00        0.4090
 120  74   59.00   57.00        0.4354
 121  74   61.00   57.00        0.4442
 122  74   63.00   57.00        0.4800
 123  74   65.00   57.00        0.5159
 124  74   67.00   57.00        0.5408
 125  74   69.00   57.00        0.6156
 126  74   71.00   57.00        0.6156
 127  74   73.00   57.00        0.7222
 128  74   75.00   57.00        0.7222
 129  74   77.00   57.00        0.7897
 130  74   79.00   57.00        0.8122
 131  74   81.00   57.00        0.8628
 132  74   83.00   57.00        0.9133
 133  74   85.00   57.00        0.9414
 134  74   87.00   57.00        1.0257
 135  74   89.00   57.00        1.0257
 136  74   91.00   57.00        1.1674
 137  74   93.00   57.00        1.1674
 138  74   95.00   57.00        1.2955
 139  74   97.00   57.00        1.3382
 140  74   99.00   57.00        1.4184
 141  74  101.00   57.00        1.4985
 142  74  103.00   57.00        1.5277
 143  74  105.00   57.00        1.6151
 144  74  107.00   57.00        1.6151
 145  74  109.00   57.00        1.6506
 146  74  111.00   57.00        1.6506
 147  74  113.00   57.00        1.6115
 148  74  115.00   57.00        1.5985
 149  74  117.00   57.00        1.5463
 150  74  119.00   57.00        1.4941
 151  74  121.00   57.00        1.4595
 152  74  123.00   57.00        1.3556
 153  74  125.00   57.00        1.3556
 154  74  127.00   57.00        1.2404
 155  74  129.00   57.00        1.2404
 156  74  131.00   57.00        1.1807
 157  74  133.00   57.00        1.1608
 158  74  135.00   57.00        1.1402
 159  74  137.00   57.00        1.1197
 160  74  139.00   57.00        1.1232
 161  74  141.00   57.00        1.1338
 162  74  143.00   57.00        1.1338
 163  74  145.00   57.00        1.1590
 164  74  147.00   57.00        1.1590
 165  74  149.00   57.00        0.9402
 166  74  151.00   57.00        0.8672
 167  74  153.00   57.00        1.0455
 168  74  155.00   57.00        1.2237
 169  74  157.00   57.00        1.2293
 170  74  159.00   57.00        1.2459
 171  74  161.00   57.00        1.2459
 172  74  163.00   57.00        1.3964
 173  74  165.00   57.00        1.3964
 174  74  167.00   57.00        1.3867
 175  74  169.00   57.00        1.3834
 176  74  171.00   57.00        1.4017
 177  74  173.00   57.00        1.4200
 178  74  175.00   57.00        1.4191
 179  74  177.00   57.00        1.4165
 180  74  179.00   57.00        1.4165
   1  75 -179.00   59.00        1.5826
   2  75 -177.00   59.00        1.5826
   3  75 -175.00   59.00        1.8842
   4  75 -173.00   59.00        1.9848
   5  75 -171.00   59.00        2.2204
   6  75 -169.00   59.00        2.4559
   7  75 -167.00   59.00        2.4064
   8  75 -165.00   59.00        2.2580
   9  75 -163.00   59.00        2.2580
  10  75 -161.00   59.00        2.1433
  11  75 -159.00   59.00        2.1433
  12  75 -157.00   59.00        2.0577
  13  75 -155.00   59.00        2.0292
  14  75 -153.00   59.00        1.9544
  15  75 -151.00   59.00        1.8797
  16  75 -149.00   59.00        1.8503
  17  75 -147.00   59.00        1.7620
  18  75 -145.00   59.00        1.7620
  19  75 -143.00   59.00        1.7423
  20  75 -141.00   59.00        1.7423
  21  75 -139.00   59.00        1.4987
  22  75 -137.00   59.00        1.4175
  23  75 -135.00   59.00        1.3055
  24  75 -133.00   59.00        1.1935
  25  75 -131.00   59.00        1.1036
  26  75 -129.00   59.00        0.8342
  27  75 -127.00   59.00        0.8342
  28  75 -125.00   59.00        0.4049
  29  75 -123.00   59.00        0.4049
  30  75 -121.00   59.00        0.0586
  31  75 -119.00   59.00       -0.0569
  32  75 -117.00   59.00       -0.3179
  33  75 -115.00   59.00       -0.5789
  34  75 -113.00   59.00       -0.6687
  35  75 -111.00   59.00       -0.9381
  36  75 -109.00   59.00       -0.9381
  37  75 -107.00   59.00       -1.1258
  38  75 -105.00   59.00       -1.1258
  39  75 -103.00   59.00       -1.1788
  40  75 -101.00   59.00       -1.1965
  41  75  -99.00   59.00       -1.1914
  42  75  -97.00   59.00       -1.1863
  43  75  -95.00   59.00       -1.1477
  44  75  -93.00   59.00       -1.0319
  45  75  -91.00   59.00       -1.0319
  46  75  -89.00   59.00       -0.7858
  47  75  -87.00   59.00       -0.7858
  48  75  -85.00   59.00       -0.5594
  49  75  -83.00   59.00       -0.4839
  50  75  -81.00   59.00       -0.3641
  51  75  -79.00   59.00       -0.2443
  52  75  -77.00   59.00       -0.2039
  53  75  -75.00   59.00       -0.0829
  54  75  -73.00   59.00       -0.0829
  55  75  -71.00   59.00        0.0014
  56  75  -69.00   59.00        0.0014
  57  75  -67.00   59.00       -0.0060
  58  75  -65.00   59.00       -0.0085
  59  75  -63.00   59.00       -0.0156
  60  75  -61.00   59.00       -0.0227
  61  75  -59.00   59.00        0.4426
  62  75  -57.00   59.00        1.8385
  63  75  -55.00   59.00        1.8385
  64  75  -53.00   59.00        1.3723
  65  75  -51.00   59.00        1.3723
  66  75  -49.00   59.00        0.9560
  67  75  -47.00   59.00        0.8173
  68  75  -45.00   59.00        0.7315
  69  75  -43.00   59.00        0.6457
  70  75  -41.00   59.00        0.5979
  71  75  -39.00   59.00        0.4546
  72  75  -37.00   59.00        0.4546
  73  75  -35.00   59.00        0.3592
  74  75  -33.00   59.00        0.3592
  75  75  -31.00   59.00        0.1092
  76  75  -29.00   59.00        0.0258
  77  75  -27.00   59.00        0.0124
  78  75  -25.00   59.00       -0.0011
  79  75  -23.00   59.00        0.0097
  80  75  -21.00   59.00        0.0419
  81  75  -19.00   59.00        0.0419
  82  75  -17.00   59.00        0.0641
  83  75  -15.00   59.00        0.0641
  84  75  -13.00   59.00        0.1225
  85  75  -11.00   59.00        0.1420
  86  75   -9.00   59.00        0.3555
  87  75   -7.00   59.00        0.5690
  88  75   -5.00   59.00        0.5967
  89  75   -3.00   59.00        0.6799
  90  75   -1.00   59.00        0.6799
  91  75    1.00   59.00        0.6069
  92  75    3.00   59.00        0.6069
  93  75    5.00   59.00        0.6542
  94  75    7.00   59.00        0.6700
  95  75    9.00   59.00        0.6555
  96  75   11.00   59.00        0.6409
  97  75   13.00   59.00        0.6343
  98  75   15.00   59.00        0.6144
  99  75   17.00   59.00        0.6144
 100  75   19.00   59.00        0.5970
 101  75   21.00   59.00        0.5970
 102  75   23.00   59.00        0.5860
 103  75   25.00   59.00        0.5823
 104  75   27.00   59.00        0.5811
 105  75   29.00   59.00        0.5799
 106  75   31.00   59.00        0.5858
 107  75   33.00   59.00        0.6034
 108  75   35.00   59.00        0.6034
 109  75   37.00   59.00        0.6300
 110  75   39.00   59.00        0.6300
 111  75   41.00   59.00        0.6145
 112  75   43.00   59.00        0.6093
 113  75   45.00   59.00        0.5803
 114  75   47.00   59.00        0.5513
 115  75   49.00   59.00        0.5367
 116  75   51.00   59.00        0.4929
 117  75   53.00   59.00        0.4929
 118  75   55.00   59.00        0.4814
 119  75   57.00   59.00        0.4814
 120  75   59.00   59.00        0.5119
 121  75   61.00   59.00        0.5221
 122  75   63.00   59.00        0.5665
 123  75   65.00   59.00        0.6108
 124  75   67.00   59.00        0.6409
 125  75   69.00   59.00        0.7310
 126  75   71.00   59.00        0.7310
 127  75   73.00   59.00        0.8629
 128  75   75.00   59.00        0.8629
 129  75   77.00   59.00        0.9449
 130  75   79.00   59.00        0.9723
 131  75   81.00   59.00        1.0311
 132  75   83.00   59.00        1.0898
 133  75   85.00   59.00        1.1209
 134  75   87.00   59.00        1.2139
 135  75   89.00   59.00        1.2139
 136  75   91.00   59.00        1.3644
 137  75   93.00   59.00        1.3644
 138  75   95.00   59.00        1.4971
 139  75   97.00   59.00        1.5413
 140  75   99.00   59.00        1.6255
 141  75  101.00   59.00        1.7098
 142  75  103.00   59.00        1.7410
 143  75  105.00   59.00        1.8345
 144  75  107.00   59.00        1.8345
 145  75  109.00   59.00        1.8716
 146  75  111.00   59.00        1.8716
 147  75  113.00   59.00        1.8391
 148  75  115.00   59.00        1.8282
 149  75  117.00   59.00        1.7760
 150  75  119.00   59.00        1.7238
 151  75  121.00   59.00        1.6873
 152  75  123.00   59.00        1.5779
 153  75  125.00   59.00        1.5779
 154  75  127.00   59.00        1.4436
 155  75  129.00   59.00        1.4436
 156  75  131.00   59.00        1.3719
 157  75  133.00   59.00        1.3480
 158  75  135.00   59.00        1.3171
 159  75  137.00   59.00        1.2863
 160  75  139.00   59.00        1.2820
 161  75  141.00   59.00        1.2693
 162  75  143.00   59.00        1.2693
 163  75  145.00   59.00        1.2645
 164  75  147.00   59.00        1.2645
 165  75  149.00   59.00        1.2616
 166  75  151.00   59.00        1.2606
 167  75  153.00   59.00        1.2731
 168  75  155.00   59.00        1.2856
 169  75  157.00   59.00        1.2932
 170  75  159.00   59.00        1.3161
 171  75  161.00   59.00        1.3161
 172  75  163.00   59.00        1.3926
 173  75  165.00   59.00        1.3926
 174  75  167.00   59.00        1.4912
 175  75  169.00   59.00        1.5241
 176  75  171.00   59.00        1.5853
 177  75  173.00   59.00        1.6466
 178  75  175.00   59.00        1.6396
 179  75  177.00   59.00        1.6187
 180  75  179.00   59.00        1.6187
   1  76 -179.00   61.00        2.0028
   2  76 -177.00   61.00        2.0028
   3  76 -175.00   61.00        2.6067
   4  76 -173.00   61.00        2.8080
   5  76 -171.00   61.00        2.6749
   6  76 -169.00   61.00        2.5417
   7  76 -167.00   61.00        2.4890
   8  76 -165.00   61.00        2.3311
   9  76 -163.00   61.00        2.3311
  10  76 -161.00   61.00        2.1975
  11  76 -159.00   61.00        2.1975
  12  76 -157.00   61.00        2.1082
  13  76 -155.00   61.00        2.0785
  14  76 -153.00   61.00        2.0110
  15  76 -151.00   61.00        1.9435
  16  76 -149.00   61.00        1.9148
  17  76 -147.00   61.00        1.8287
  18  76 -145.00   61.00        1.8287
  19  76 -143.00   61.00        1.6873
  20  76 -141.00   61.00        1.6873
  21  76 -139.00   61.00        1.5685
  22  76 -137.00   61.00        1.5289
  23  76 -135.00   61.00        1.4369
  24  76 -133.00   61.00        1.3450
  25  76 -131.00   61.00        1.2716
  26  76 -129.00   61.00        1.0513
  27  76 -127.00   61.00        1.0513
  28  76 -125.00   61.00        0.6316
  29  76 -123.00   61.00        0.6316
  30  76 -121.00   61.00        0.2574
  31  76 -119.00   61.00        0.1327
  32  76 -117.00   61.00       -0.1291
  33  76 -115.00   61.00       -0.3910
  34  76 -113.00   61.00       -0.4733
  35  76 -111.00   61.00       -0.7201
  36  76 -109.00   61.00       -0.7201
  37  76 -107.00   61.00       -0.8778
  38  76 -105.00   61.00       -0.8778
  39  76 -103.00   61.00       -0.9317
  40  76 -101.00   61.00       -0.9496
  41  76  -99.00   61.00       -0.9159
